Date,Chain,Postcode,Category,Total Units,Total cost per unit,Prices,,
01/05/2016,Nike,3353,Equipment,1,0.50,2.77,,
01/05/2016,Nike,3175,Kids,9,2.11,2.35,,
01/05/2016,Adidas,2485,Womens,1,0.90,3.00,,
01/05/2016,Nike,2067,Juniors,1,10.00,12.00,,
01/05/2016,Adidas,2158,Womens,4,3.00,3.50,,
01/05/2016,Nike,2650,Juniors,1,10.00,12.00,,
01/05/2016,Nike,4551,Womens,3,2.33,3.00,,
01/05/2016,Adidas,4703,Mens,2,1.00,2.00,,
01/05/2016,Adidas,5082,Womens,1,3.00,5.00,,
01/05/2016,Nike,2015,Mens,-1,3.99,2.00,,
01/05/2016,Nike,2350,Hosiery,1,1.00,2.99,,
01/05/2016,Nike,3175,Equipment,1,1.00,2.77,,
01/05/2016,Adidas,4740,Kids,-1,2.99,1.25,,
01/05/2016,Nike,2116,Womens,1,3.99,5.50,,
01/05/2016,Nike,2650,Mens,1,0.99,2.50,,
01/05/2016,Nike,2480,Equipment,3,1.00,1.50,,
01/05/2016,Nike,3353,Hosiery,2,0.25,1.00,,
01/05/2016,Nike,4215,Equipment,3,1.00,1.50,,
01/05/2016,Nike,4551,Equipment,3,1.00,1.50,,
01/05/2016,Nike,4509,Mens,-1,4.00,2.74,,
01/05/2016,Adidas,3136,Womens,1,3.00,4.25,,
01/05/2016,Adidas,4703,Womens,1,3.00,4.25,,
01/05/2016,Nike,6330,Womens,1,3.00,4.25,,
01/05/2016,Nike,4053,Womens,-1,1.99,0.75,,
01/05/2016,Adidas,2609,Equipment,9,1.10,1.22,,
01/05/2016,Nike,6280,Equipment,26,1.46,1.50,,
01/05/2016,Adidas,870,Home,1,1.99,3.00,,
01/05/2016,Nike,3148,Kids,3,1.66,2.00,,
01/05/2016,Adidas,3931,Equipment,2,1.50,2.01,,
01/05/2016,Nike,2480,Accessories,1,1.00,2.00,,
01/05/2016,Adidas,3030,Womens,2,3.00,3.50,,
01/05/2016,Nike,3066,Juniors,6,8.33,8.50,,
01/05/2016,Adidas,3136,Mens,1,1.00,2.00,,
01/05/2016,Nike,3148,Kids,3,2.33,2.66,,
01/05/2016,Adidas,3179,Accessories,1,1.00,2.00,,
01/05/2016,Nike,3551,Equipment,2,1.00,1.50,,
01/05/2016,Nike,4068,Womens,2,3.00,3.50,,
01/05/2016,Adidas,7250,Mens,2,6.00,6.50,,
01/05/2016,Nike,2650,Mens,4,2.43,2.67,,
01/05/2016,Nike,3148,Womens,26,1.31,1.35,,
01/05/2016,Adidas,2485,Kids,9,2.00,2.10,,
01/05/2016,Adidas,3134,Accessories,59,2.55,2.56,,
01/05/2016,Nike,2795,Kids,1,0.39,1.25,,
01/05/2016,Nike,2541,Womens,8,3.00,3.11,,
01/05/2016,Nike,2830,Mens,1,0.44,1.25,,
01/05/2016,Nike,4119,Kids,1,0.50,1.25,,
01/05/2016,Nike,2067,Mens,1,1.01,1.75,,
01/05/2016,Adidas,2141,Mens,1,2.00,2.74,,
01/05/2016,Nike,4551,Mens,-1,1.99,1.25,,
01/05/2016,Nike,3066,Kids,2,2.00,2.30,,
01/05/2016,Nike,2830,Womens,3,3.67,3.85,,
01/05/2016,Nike,2067,Mens,2,1.00,1.25,,
01/05/2016,Nike,2560,Womens,1,3.00,3.50,,
01/05/2016,Adidas,3134,Hosiery,1,1.00,1.50,,
01/05/2016,Nike,4119,Juniors,1,1.00,1.50,,
01/05/2016,Nike,4551,Womens,2,2.00,2.25,,
01/05/2016,Adidas,5043,Kids,5,1.80,1.90,,
01/05/2016,Adidas,7320,Juniors,6,2.67,2.74,,
01/05/2016,Adidas,3131,Kids,2,1.50,1.68,,
01/05/2016,Nike,4068,Juniors,1,0.70,1.00,,
01/05/2016,Nike,2560,Kids,1,0.99,1.25,,
01/05/2016,Nike,2795,Equipment,1,0.99,1.25,,
01/05/2016,Adidas,3030,Equipment,1,1.00,1.25,,
01/05/2016,Nike,2830,Juniors,3,4.68,4.75,,
01/05/2016,Adidas,3179,Juniors,8,2.71,2.74,,
01/05/2016,Adidas,3977,Mens,11,1.98,2.00,,
01/05/2016,Adidas,2790,Kids,34,4.03,4.03,,
01/05/2016,Nike,2560,Womens,21,1.09,1.10,,
01/05/2016,Nike,4551,Kids,29,1.08,1.08,,
01/05/2016,Nike,2067,Kids,4,1.75,1.77,,
01/05/2016,Nike,3175,Hosiery,4,0.99,1.00,,
01/05/2016,Nike,2830,Juniors,2,12.50,12.51,,
01/05/2016,Nike,2020,Kids,6,1.00,1.00,,
01/05/2016,Adidas,2750,Womens,1,3.00,3.00,,
01/05/2016,Adidas,2790,Womens,1,3.00,3.00,,
01/05/2016,Nike,2795,Mens,5,3.00,3.00,,
01/05/2016,Nike,3076,Kids,1,1.00,1.00,,
01/05/2016,Adidas,3280,Womens,4,3.00,3.00,,
01/05/2016,Adidas,3280,Womens,1,3.00,3.00,,
01/05/2016,Nike,3353,Accessories,2,1.00,1.00,,
01/05/2016,Adidas,3630,Womens,1,3.00,3.00,,
01/05/2016,Adidas,3931,Womens,18,5.00,5.00,,
01/05/2016,Adidas,4655,Mens,1,3.00,3.00,,
01/05/2016,Adidas,4700,Womens,2,5.00,5.00,,
01/05/2016,Adidas,5011,Equipment,1,1.00,1.00,,
01/05/2016,Adidas,5082,Mens,3,2.00,2.00,,
01/05/2016,Adidas,6112,Mens,6,3.00,3.00,,
01/05/2016,Nike,6280,Womens,1,3.00,3.00,,
01/05/2016,Nike,6280,Equipment,14,1.00,1.00,,
01/05/2016,Adidas,6450,Womens,5,3.00,3.00,,
01/05/2016,Adidas,6027,Equipment,1,1.00,0.90,,
01/05/2016,Adidas,5290,Hosiery,1,4.00,3.83,,
01/05/2016,Adidas,4305,Kids,8,2.12,2.10,,
01/05/2016,Nike,2560,Hosiery,1,2.99,2.77,,
01/05/2016,Nike,3066,Hosiery,1,3.00,2.77,,
01/05/2016,Nike,3076,Kids,1,1.49,1.25,,
01/05/2016,Adidas,6030,Home,1,4.50,4.25,,
01/05/2016,Nike,2541,Womens,1,3.00,2.74,,
01/05/2016,Adidas,4012,Womens,1,3.00,2.74,,
01/05/2016,Nike,4119,Accessories,2,0.88,0.75,,
01/05/2016,Adidas,5043,Womens,1,3.00,2.74,,
01/05/2016,Nike,2067,Womens,7,1.14,1.10,,
01/05/2016,Adidas,3630,Kids,10,2.30,2.27,,
01/05/2016,Nike,2031,Kids,1,0.99,0.61,,
01/05/2016,Adidas,870,Juniors,1,3.00,2.59,,
01/05/2016,Nike,3066,Mens,1,3.00,2.59,,
01/05/2016,Nike,2830,Hosiery,3,1.00,0.85,,
01/05/2016,Nike,2020,Kids,25,2.12,2.10,,
01/05/2016,Adidas,6030,Womens,2,1.49,1.25,,
01/05/2016,Nike,2031,Equipment,3,1.66,1.50,,
01/05/2016,Nike,3066,Accessories,1,0.99,0.50,,
01/05/2016,Nike,4551,Hosiery,1,1.49,1.00,,
01/05/2016,Adidas,6030,Kids,1,0.99,0.50,,
01/05/2016,Adidas,2609,Hosiery,1,3.00,2.50,,
01/05/2016,Nike,3148,Accessories,1,1.00,0.50,,
01/05/2016,Adidas,3280,Hosiery,1,3.00,2.50,,
01/05/2016,Adidas,7010,Hosiery,1,3.00,2.50,,
01/05/2016,Nike,4558,Accessories,2,1.51,1.26,,
01/05/2016,Adidas,3429,Womens,2,3.00,2.74,,
01/05/2016,Adidas,6010,Womens,2,3.00,2.74,,
01/05/2016,Nike,6330,Juniors,2,3.00,2.74,,
01/05/2016,Nike,2560,Kids,3,1.99,1.80,,
01/05/2016,Adidas,2750,Kids,24,2.12,2.10,,
01/05/2016,Nike,2154,Womens,4,1.25,1.10,,
01/05/2016,Nike,3550,Groceries,1,1.59,1.00,,
01/05/2016,Nike,2154,Mens,33,2.82,2.80,,
01/05/2016,Adidas,6725,Kids,2,2.40,2.10,,
01/05/2016,Nike,3353,Hosiery,7,0.64,0.55,,
01/05/2016,Nike,2541,Groceries,1,2.19,1.52,,
01/05/2016,Nike,2480,Kids,2,1.24,0.88,,
01/05/2016,Adidas,2141,Accessories,1,1.99,1.25,,
01/05/2016,Nike,2154,Hosiery,1,0.99,0.25,,
01/05/2016,Nike,2795,Hosiery,1,0.99,0.25,,
01/05/2016,Adidas,5607,Accessories,1,1.99,1.25,,
01/05/2016,Nike,6330,Mens,1,1.99,1.25,,
01/05/2016,Nike,2020,Equipment,1,1.00,0.25,,
01/05/2016,Nike,3550,Kids,1,2.00,1.25,,
01/05/2016,Adidas,4703,Home,1,5.00,4.25,,
01/05/2016,Adidas,2131,Womens,3,3.00,2.74,,
01/05/2016,Adidas,5290,Kids,2,2.50,2.11,,
01/05/2016,Nike,4215,Juniors,2,1.00,0.55,,
01/05/2016,Nike,2617,Kids,5,1.99,1.80,,
01/05/2016,Nike,2650,Kids,5,1.99,1.80,,
01/05/2016,Adidas,4680,Mens,23,5.22,5.18,,
01/05/2016,Adidas,3280,Kids,1,3.00,2.02,,
01/05/2016,Adidas,7320,Kids,2,0.99,0.50,,
01/05/2016,Nike,2020,Mens,1,3.99,3.00,,
01/05/2016,Adidas,5168,Mens,1,3.99,3.00,,
01/05/2016,Adidas,5343,Mens,1,3.99,3.00,,
01/05/2016,Adidas,5607,Mens,1,3.99,3.00,,
01/05/2016,Adidas,4700,Mens,3,2.50,2.17,,
01/05/2016,Nike,2015,Juniors,1,3.00,2.00,,
01/05/2016,Nike,2031,Shoes,1,3.00,2.00,,
01/05/2016,Adidas,2539,Womens,5,2.94,2.74,,
01/05/2016,Adidas,2750,Mens,2,2.00,1.50,,
01/05/2016,Nike,3551,Juniors,5,1.40,1.20,,
01/05/2016,Nike,3551,Accessories,1,3.00,2.00,,
01/05/2016,Nike,4215,Shoes,1,3.00,2.00,,
01/05/2016,Adidas,4870,Equipment,2,2.00,1.50,,
01/05/2016,Nike,6280,Shoes,1,3.00,2.00,,
01/05/2016,Nike,6280,Accessories,3,2.33,2.00,,
01/05/2016,Adidas,7250,Hosiery,2,3.00,2.50,,
01/05/2016,Adidas,3630,Womens,2,3.51,3.01,,
01/05/2016,Adidas,4802,Equipment,1,3.00,1.85,,
01/05/2016,Adidas,3500,Equipment,2,1.50,0.91,,
01/05/2016,Nike,3148,Hosiery,8,0.25,0.10,,
01/05/2016,Nike,3148,Mens,3,2.91,2.50,,
01/05/2016,Nike,3076,Womens,1,2.49,1.25,,
01/05/2016,Adidas,4012,Mens,1,2.49,1.25,,
01/05/2016,Nike,6280,Kids,1,4.49,3.25,,
01/05/2016,Nike,2015,Womens,1,5.00,3.75,,
01/05/2016,Nike,2800,Mens,1,5.00,3.75,,
01/05/2016,Adidas,5607,Kids,1,5.00,3.75,,
01/05/2016,Adidas,3931,Juniors,5,3.00,2.74,,
01/05/2016,Nike,4509,Juniors,3,1.00,0.55,,
01/05/2016,Nike,2020,Kids,2,3.24,2.53,,
01/05/2016,Nike,2154,Groceries,2,2.29,1.57,,
01/05/2016,Nike,2560,Kids,2,1.99,1.25,,
01/05/2016,Nike,2541,Home,1,2.99,1.50,,
01/05/2016,Nike,4053,Kids,1,1.99,0.50,,
01/05/2016,Nike,4551,Womens,7,1.43,1.22,,
01/05/2016,Adidas,7250,Equipment,1,2.99,1.50,,
01/05/2016,Nike,2116,Accessories,2,2.00,1.25,,
01/05/2016,Adidas,3500,Home,2,5.00,4.25,,
01/05/2016,Adidas,4012,Equipment,22,1.00,0.93,,
01/05/2016,Adidas,4012,Accessories,1,3.00,1.50,,
01/05/2016,Adidas,5011,Home,2,5.00,4.25,,
01/05/2016,Adidas,6052,Womens,8,3.50,3.31,,
01/05/2016,Adidas,6725,Home,2,5.00,4.25,,
01/05/2016,Nike,3076,Kids,5,2.19,1.88,,
01/05/2016,Adidas,5169,Mens,1,3.99,2.46,,
01/05/2016,Nike,3076,Womens,1,10.00,8.45,,
01/05/2016,Nike,2116,Juniors,6,3.00,2.74,,
01/05/2016,Nike,6280,Mens,1,5.99,4.36,,
01/05/2016,Nike,3148,Kids,1,2.99,1.30,,
01/05/2016,Nike,2480,Kids,9,1.99,1.80,,
01/05/2016,Nike,2480,Kids,4,3.00,2.57,,
01/05/2016,Adidas,2478,Shoes,1,2.99,1.25,,
01/05/2016,Nike,2650,Accessories,1,1.99,0.25,,
01/05/2016,Nike,2800,Home,1,3.99,2.25,,
01/05/2016,Nike,2830,Kids,1,4.99,3.25,,
01/05/2016,Nike,3018,Kids,1,2.99,1.25,,
01/05/2016,Nike,3076,Shoes,1,2.99,1.25,,
01/05/2016,Nike,3148,Shoes,1,2.99,1.25,,
01/05/2016,Nike,4068,Accessories,1,1.99,0.25,,
01/05/2016,Nike,2795,Accessories,1,3.00,1.25,,
01/05/2016,Adidas,3500,Kids,1,3.00,1.25,,
01/05/2016,Nike,4215,Kids,1,3.00,1.25,,
01/05/2016,Nike,2067,Hosiery,4,0.99,0.55,,
01/05/2016,Adidas,870,Accessories,6,0.50,0.20,,
01/05/2016,Adidas,4825,Accessories,4,2.45,2.00,,
01/05/2016,Adidas,4870,Accessories,6,0.50,0.20,,
01/05/2016,Nike,2800,Hosiery,1,3.99,2.10,,
01/05/2016,Nike,4068,Hosiery,1,2.99,1.10,,
01/05/2016,Nike,6280,Womens,3,1.00,0.35,,
01/05/2016,Nike,2541,Womens,1,5.99,4.00,,
01/05/2016,Nike,2617,Accessories,1,2.99,1.00,,
01/05/2016,Nike,4215,Mens,2,3.50,2.51,,
01/05/2016,Nike,4509,Mens,1,3.99,2.00,,
01/05/2016,Adidas,5168,Shoes,1,2.99,1.00,,
01/05/2016,Adidas,5290,Mens,3,7.00,6.34,,
01/05/2016,Nike,2015,Accessories,2,3.00,2.00,,
01/05/2016,Nike,2154,Womens,2,6.00,5.00,,
01/05/2016,Adidas,2158,Mens,1,3.00,1.00,,
01/05/2016,Adidas,2478,Juniors,1,3.00,1.00,,
01/05/2016,Adidas,2790,Equipment,2,3.00,2.00,,
01/05/2016,Nike,2830,Juniors,2,3.00,2.00,,
01/05/2016,Adidas,3179,Kids,13,1.31,1.16,,
01/05/2016,Nike,3551,Womens,1,5.00,3.00,,
01/05/2016,Adidas,3690,Equipment,2,3.00,2.00,,
01/05/2016,Adidas,3690,Accessories,1,4.00,2.00,,
01/05/2016,Adidas,5043,Juniors,2,2.00,1.00,,
01/05/2016,Adidas,6109,Womens,2,5.00,4.00,,
01/05/2016,Nike,6280,Shoes,2,2.00,1.00,,
01/05/2016,Nike,6330,Womens,2,4.00,3.00,,
01/05/2016,Adidas,6450,Accessories,1,4.00,2.00,,
01/05/2016,Adidas,7320,Equipment,1,5.00,3.00,,
01/05/2016,Nike,4509,Equipment,9,1.37,1.15,,
01/05/2016,Adidas,3179,Accessories,7,0.50,0.20,,
01/05/2016,Nike,4119,Accessories,7,0.50,0.20,,
01/05/2016,Nike,2350,Kids,23,3.13,3.03,,
01/05/2016,Adidas,4220,Accessories,3,1.99,1.25,,
01/05/2016,Nike,2560,Mens,47,2.85,2.80,,
01/05/2016,Nike,2560,Equipment,1,5.00,2.77,,
01/05/2016,Adidas,2158,Equipment,1,5.99,3.75,,
01/05/2016,Nike,2650,Mens,1,3.99,1.75,,
01/05/2016,Nike,3148,Equipment,1,5.99,3.75,,
01/05/2016,Nike,3550,Mens,1,5.99,3.75,,
01/05/2016,Nike,3551,Kids,1,5.99,3.75,,
01/05/2016,Nike,2015,Juniors,5,1.00,0.55,,
01/05/2016,Adidas,3179,Womens,1,5.00,2.75,,
01/05/2016,Adidas,4655,Womens,1,5.00,2.74,,
01/05/2016,Adidas,6030,Womens,1,5.00,2.74,,
01/05/2016,Nike,2830,Womens,5,3.40,2.94,,
01/05/2016,Nike,4068,Kids,2,2.49,1.34,,
01/05/2016,Nike,2154,Juniors,2,4.99,3.80,,
01/05/2016,Nike,3018,Kids,38,1.63,1.57,,
01/05/2016,Nike,4215,Juniors,1,3.99,1.60,,
01/05/2016,Nike,3066,Juniors,4,1.00,0.40,,
01/05/2016,Adidas,4870,Juniors,1,5.00,2.59,,
01/05/2016,Nike,2650,Accessories,5,0.99,0.50,,
01/05/2016,Nike,2800,Equipment,2,2.99,1.75,,
01/05/2016,Nike,2031,Womens,1,5.99,3.50,,
01/05/2016,Adidas,2064,Hosiery,1,4.99,2.50,,
01/05/2016,Adidas,3134,Womens,7,3.86,3.50,,
01/05/2016,Nike,3550,Hosiery,1,4.99,2.50,,
01/05/2016,Adidas,4220,Hosiery,1,4.99,2.50,,
01/05/2016,Adidas,4655,Hosiery,1,4.99,2.50,,
01/05/2016,Adidas,4802,Groceries,1,4.99,2.50,,
01/05/2016,Adidas,4870,Hosiery,1,4.99,2.50,,
01/05/2016,Adidas,6052,Juniors,1,5.00,2.50,,
01/05/2016,Nike,6330,Kids,10,2.00,1.75,,
01/05/2016,Adidas,2485,Juniors,2,4.00,2.74,,
01/05/2016,Adidas,870,Home,1,4.99,2.40,,
01/05/2016,Adidas,3280,Juniors,10,3.00,2.74,,
01/05/2016,Nike,2650,Hosiery,1,4.99,2.35,,
01/05/2016,Adidas,6010,Accessories,9,0.50,0.20,,
01/05/2016,Adidas,4566,Juniors,1,7.99,5.25,,
01/05/2016,Adidas,5011,Shoes,1,5.99,3.25,,
01/05/2016,Adidas,6109,Juniors,1,7.99,5.25,,
01/05/2016,Nike,6330,Accessories,1,2.99,0.25,,
01/05/2016,Adidas,3500,Womens,1,5.00,2.25,,
01/05/2016,Nike,4053,Kids,14,1.85,1.65,,
01/05/2016,Adidas,4305,Equipment,5,2.53,1.95,,
01/05/2016,Adidas,4680,Accessories,3,2.97,2.00,,
01/05/2016,Nike,4053,Womens,11,1.27,1.01,,
01/05/2016,Nike,2350,Mens,3,3.56,2.59,,
01/05/2016,Adidas,2750,Kids,3,3.00,2.02,,
01/05/2016,Nike,4509,Home,2,2.99,1.50,,
01/05/2016,Adidas,2131,Womens,3,4.00,3.00,,
01/05/2016,Nike,2650,Juniors,1,4.99,2.00,,
01/05/2016,Nike,4119,Juniors,1,7.99,5.00,,
01/05/2016,Nike,4509,Shoes,1,3.99,1.00,,
01/05/2016,Adidas,4740,Equipment,2,3.50,2.01,,
01/05/2016,Adidas,4740,Hosiery,2,4.00,2.51,,
01/05/2016,Adidas,4802,Juniors,1,12.99,10.00,,
01/05/2016,Adidas,4802,Hosiery,2,4.00,2.51,,
01/05/2016,Adidas,6030,Mens,1,12.99,10.00,,
01/05/2016,Adidas,870,Juniors,2,7.00,5.50,,
01/05/2016,Nike,2015,Mens,6,7.00,6.50,,
01/05/2016,Nike,2830,Accessories,3,3.00,2.00,,
01/05/2016,Nike,3076,Shoes,3,3.00,2.00,,
01/05/2016,Adidas,3136,Accessories,3,3.00,2.00,,
01/05/2016,Adidas,6021,Accessories,3,3.00,2.00,,
01/05/2016,Adidas,6021,Home,4,5.00,4.25,,
01/05/2016,Nike,4551,Juniors,4,3.50,2.74,,
01/05/2016,Adidas,3429,Home,2,3.33,1.81,,
01/05/2016,Nike,3353,Kids,6,2.16,1.65,,
01/05/2016,Adidas,2790,Equipment,17,1.98,1.79,,
01/05/2016,Adidas,2609,Groceries,1,7.19,4.00,,
01/05/2016,Nike,2617,Mens,2,2.50,0.90,,
01/05/2016,Nike,6280,Kids,5,1.49,0.85,,
01/05/2016,Nike,3353,Mens,3,3.66,2.59,,
01/05/2016,Nike,3353,Kids,25,2.40,2.27,,
01/05/2016,Adidas,2120,Equipment,1,6.99,3.75,,
01/05/2016,Nike,6280,Womens,4,3.25,2.44,,
01/05/2016,Nike,6280,Kids,1,4.99,1.75,,
01/05/2016,Adidas,7250,Home,1,7.99,4.75,,
01/05/2016,Nike,2020,Kids,1,7.00,3.75,,
01/05/2016,Adidas,4825,Kids,1,7.00,3.75,,
01/05/2016,Adidas,4012,Mens,1,5.99,2.70,,
01/05/2016,Adidas,6010,Mens,1,5.99,2.70,,
01/05/2016,Adidas,6109,Mens,1,5.99,2.70,,
01/05/2016,Adidas,870,Equipment,7,1.47,1.00,,
01/05/2016,Nike,4053,Kids,3,1.49,0.35,,
01/05/2016,Nike,4215,Accessories,7,0.99,0.50,,
01/05/2016,Nike,3551,Kids,8,2.12,1.69,,
01/05/2016,Nike,3148,Accessories,2,1.99,0.25,,
01/05/2016,Nike,3551,Mens,2,2.99,1.25,,
01/05/2016,Nike,4053,Home,2,3.99,2.25,,
01/05/2016,Nike,4551,Kids,2,2.99,1.25,,
01/05/2016,Adidas,870,Womens,1,6.99,3.50,,
01/05/2016,Adidas,2064,Equipment,2,5.00,3.26,,
01/05/2016,Nike,2480,Womens,3,4.66,3.50,,
01/05/2016,Nike,2541,Womens,3,4.66,3.50,,
01/05/2016,Adidas,2750,Womens,1,6.99,3.50,,
01/05/2016,Adidas,2750,Equipment,2,4.00,2.26,,
01/05/2016,Nike,2800,Womens,1,6.99,3.50,,
01/05/2016,Adidas,3136,Equipment,1,6.99,3.50,,
01/05/2016,Adidas,3429,Womens,1,6.99,3.50,,
01/05/2016,Nike,3551,Womens,1,9.99,6.50,,
01/05/2016,Nike,4053,Womens,1,6.99,3.50,,
01/05/2016,Adidas,4570,Mens,2,2.75,1.01,,
01/05/2016,Adidas,2064,Kids,64,2.15,2.10,,
01/05/2016,Nike,2480,Kids,2,3.00,1.25,,
01/05/2016,Adidas,3030,Kids,2,3.00,1.25,,
01/05/2016,Nike,3175,Womens,7,3.00,2.50,,
01/05/2016,Adidas,3931,Accessories,5,1.95,1.25,,
01/05/2016,Nike,2541,Kids,9,1.00,0.61,,
01/05/2016,Nike,3353,Juniors,3,4.99,3.80,,
01/05/2016,Nike,2350,Womens,2,4.00,2.21,,
01/05/2016,Adidas,7018,Shoes,4,1.67,0.77,,
01/05/2016,Adidas,6010,Equipment,4,1.91,1.00,,
01/05/2016,Adidas,5168,Equipment,26,1.50,1.36,,
01/05/2016,Adidas,4825,Equipment,2,5.50,3.66,,
01/05/2016,Nike,3551,Accessories,12,0.51,0.20,,
01/05/2016,Adidas,3429,Accessories,1,4.99,1.25,,
01/05/2016,Adidas,3429,Home,1,7.99,4.25,,
01/05/2016,Nike,3551,Kids,1,7.99,4.25,,
01/05/2016,Adidas,3931,Home,1,7.99,4.25,,
01/05/2016,Nike,4215,Accessories,1,4.99,1.25,,
01/05/2016,Adidas,4802,Kids,22,2.27,2.10,,
01/05/2016,Adidas,4570,Equipment,2,2.99,1.10,,
01/05/2016,Adidas,4220,Womens,7,3.29,2.74,,
01/05/2016,Nike,4558,Womens,10,5.99,5.60,,
01/05/2016,Adidas,3630,Home,5,1.99,1.20,,
01/05/2016,Nike,2154,Kids,6,1.66,1.00,,
01/05/2016,Nike,2541,Mens,2,3.99,2.00,,
01/05/2016,Nike,2116,Juniors,1,7.99,4.00,,
01/05/2016,Adidas,2131,Groceries,1,7.99,4.00,,
01/05/2016,Adidas,3131,Juniors,1,7.99,4.00,,
01/05/2016,Adidas,6030,Groceries,1,7.99,4.00,,
01/05/2016,Adidas,7010,Groceries,1,7.99,4.00,,
01/05/2016,Adidas,7018,Groceries,1,7.99,4.00,,
01/05/2016,Adidas,3500,Accessories,2,4.00,2.00,,
01/05/2016,Adidas,4825,Juniors,4,4.13,3.13,,
01/05/2016,Nike,6330,Hosiery,3,1.99,0.65,,
01/05/2016,Adidas,5343,Juniors,1,12.99,8.95,,
01/05/2016,Adidas,4740,Mens,2,4.49,2.46,,
01/05/2016,Nike,2560,Kids,28,2.57,2.42,,
01/05/2016,Nike,2541,Mens,1,7.19,3.00,,
01/05/2016,Adidas,870,Mens,2,4.49,2.39,,
01/05/2016,Adidas,6112,Kids,13,4.54,4.22,,
01/05/2016,Adidas,3280,Mens,2,3.49,1.38,,
01/05/2016,Nike,2560,Equipment,1,7.99,3.75,,
01/05/2016,Adidas,3134,Mens,2,4.00,1.88,,
01/05/2016,Nike,3353,Womens,1,7.99,3.75,,
01/05/2016,Adidas,3630,Home,3,5.66,4.25,,
01/05/2016,Adidas,3977,Juniors,1,9.99,5.75,,
01/05/2016,Adidas,5290,Womens,1,12.99,8.75,,
01/05/2016,Nike,6280,Mens,1,7.99,3.75,,
01/05/2016,Adidas,3134,Womens,1,7.00,2.74,,
01/05/2016,Adidas,5082,Womens,1,7.00,2.74,,
01/05/2016,Adidas,6010,Kids,17,5.42,5.17,,
01/05/2016,Nike,2795,Kids,29,2.83,2.68,,
01/05/2016,Adidas,2131,Hosiery,6,1.83,1.11,,
01/05/2016,Adidas,2478,Equipment,3,4.66,3.17,,
01/05/2016,Adidas,3630,Mens,3,5.33,3.83,,
01/05/2016,Adidas,4012,Womens,1,7.99,3.50,,
01/05/2016,Nike,4119,Womens,1,5.99,1.50,,
01/05/2016,Nike,3550,Womens,1,7.00,2.50,,
01/05/2016,Adidas,4802,Home,6,5.00,4.25,,
01/05/2016,Nike,2067,Groceries,14,1.32,1.00,,
01/05/2016,Nike,2795,Mens,19,2.89,2.65,,
01/05/2016,Adidas,7320,Mens,1,7.98,3.36,,
01/05/2016,Adidas,6010,Juniors,1,8.99,4.36,,
01/05/2016,Adidas,3500,Kids,26,2.58,2.40,,
01/05/2016,Adidas,2750,Accessories,2,5.45,3.11,,
01/05/2016,Adidas,6450,Accessories,6,2.13,1.34,,
01/05/2016,Adidas,2158,Kids,14,3.50,3.16,,
01/05/2016,Adidas,5343,Equipment,31,2.25,2.10,,
01/05/2016,Nike,2020,Hosiery,11,0.99,0.55,,
01/05/2016,Nike,2015,Hosiery,6,1.66,0.85,,
01/05/2016,Nike,2015,Groceries,5,2.99,2.00,,
01/05/2016,Nike,3076,Home,4,2.74,1.50,,
01/05/2016,Nike,4551,Equipment,4,2.49,1.25,,
01/05/2016,Adidas,2750,Groceries,2,4.99,2.50,,
01/05/2016,Nike,2116,Juniors,2,5.50,3.01,,
01/05/2016,Adidas,2120,Mens,1,7.99,3.00,,
01/05/2016,Adidas,3136,Womens,8,5.62,5.00,,
01/05/2016,Adidas,3280,Shoes,1,5.99,1.00,,
01/05/2016,Nike,3550,Shoes,1,5.99,1.00,,
01/05/2016,Nike,4068,Shoes,1,5.99,1.00,,
01/05/2016,Nike,4558,Mens,1,16.99,12.00,,
01/05/2016,Adidas,4703,Womens,5,6.00,5.00,,
01/05/2016,Adidas,6052,Kids,1,9.99,5.00,,
01/05/2016,Nike,3148,Womens,9,2.56,2.00,,
01/05/2016,Adidas,3429,Equipment,17,1.35,1.06,,
01/05/2016,Adidas,4566,Equipment,5,4.20,3.20,,
01/05/2016,Nike,4119,Hosiery,8,1.43,0.81,,
01/05/2016,Adidas,6450,Equipment,7,4.43,3.70,,
01/05/2016,Nike,2541,Juniors,8,2.75,2.11,,
01/05/2016,Adidas,6109,Equipment,14,1.59,1.22,,
01/05/2016,Nike,2795,Home,2,5.99,3.40,,
01/05/2016,Nike,2480,Mens,3,2.99,1.25,,
01/05/2016,Nike,3551,Womens,3,2.99,1.25,,
01/05/2016,Adidas,5343,Womens,3,2.99,1.25,,
01/05/2016,Adidas,2141,Juniors,1,12.99,7.75,,
01/05/2016,Adidas,3977,Home,3,6.00,4.25,,
01/05/2016,Nike,3551,Juniors,1,7.99,2.74,,
01/05/2016,Adidas,4740,Juniors,1,7.99,2.74,,
01/05/2016,Adidas,3134,Equipment,21,1.90,1.65,,
01/05/2016,Nike,2650,Shoes,2,3.99,1.35,,
01/05/2016,Nike,2617,Womens,61,0.66,0.57,,
01/05/2016,Nike,2800,Juniors,2,9.99,7.25,,
01/05/2016,Nike,2830,Kids,2,6.49,3.75,,
01/05/2016,Adidas,4012,Juniors,2,7.99,5.25,,
01/05/2016,Nike,4119,Womens,1,8.98,3.50,,
01/05/2016,Adidas,6010,Juniors,2,7.99,5.25,,
01/05/2016,Nike,2067,Womens,2,7.00,4.26,,
01/05/2016,Nike,2560,Juniors,9,6.11,5.50,,
